repo,stars,created_at,age_years,merged_pull_requests,releases,pushed_at,updated_at,days_since_last_push,days_since_last_update,primary_language,total_issues,closed_issues,closed_issues_ratio
sherlock-project/sherlock,89645,2018-12-24T14:30:48Z,7.64,744,2,2026-08-16T05:12:21Z,2026-08-16T16:12:23Z,0.46,0.0,Python,1175,1078,0.9174
modelcontextprotocol/servers,89611,2024-11-19T01:10:17Z,1.74,1228,26,2026-08-10T02:41:59Z,2026-08-16T15:55:56Z,6.57,0.01,TypeScript,1176,931,0.7917
Stirling-Tools/Stirling-PDF,89604,2023-01-27T18:22:42Z,3.55,4096,186,2026-08-16T16:15:39Z,2026-08-16T16:15:14Z,0.0,0.0,Java,1852,1493,0.8062
microsoft/ML-For-Beginners,89434,2021-03-03T01:34:05Z,5.45,496,0,2026-08-12T11:03:44Z,2026-08-16T16:13:15Z,4.22,0.0,Jupyter Notebook,165,163,0.9879
gohugoio/hugo,89433,2013-07-04T15:26:26Z,13.12,3481,381,2026-08-15T18:42:57Z,2026-08-16T10:50:31Z,0.9,0.23,Go,8203,7992,0.9743
vllm-project/vllm,89186,2023-02-09T11:23:20Z,3.52,19961,103,2026-08-16T15:24:14Z,2026-08-16T16:06:59Z,0.04,0.01,Python,17321,15196,0.8773
gin-gonic/gin,89078,2014-06-16T23:57:25Z,12.16,1248,29,2026-08-15T05:44:19Z,2026-08-16T15:26:50Z,1.44,0.04,Go,2401,1797,0.7484
astral-sh/uv,88782,2023-10-02T20:24:11Z,2.87,10090,303,2026-08-16T12:14:43Z,2026-08-16T15:58:30Z,0.17,0.01,Rust,9223,6864,0.7442
zed-industries/zed,88685,2021-02-20T03:01:06Z,5.48,26364,1281,2026-08-16T16:05:56Z,2026-08-16T15:23:45Z,0.01,0.04,Rust,22472,19971,0.8887
ChatGPTNextWeb/NextChat,88619,2023-03-10T18:27:54Z,3.43,912,77,2026-08-11T02:07:25Z,2026-08-16T16:09:22Z,5.59,0.01,TypeScript,3611,2905,0.8045
infiniflow/ragflow,88590,2023-12-12T06:13:13Z,2.68,8362,52,2026-08-16T13:14:15Z,2026-08-16T16:07:21Z,0.13,0.01,Go,7615,6313,0.829
localsend/localsend,88474,2022-12-16T00:46:07Z,3.67,732,26,2026-08-13T13:59:31Z,2026-08-16T15:47:17Z,3.1,0.02,Dart,1772,796,0.4492
django/django,88430,2012-04-28T02:47:18Z,14.3,10681,0,2026-08-15T15:55:33Z,2026-08-16T13:20:06Z,1.02,0.12,Python,0,0,0.0
MunGell/awesome-for-beginners,88427,2015-10-24T19:53:36Z,10.81,484,0,2026-07-25T07:00:20Z,2026-08-16T14:15:43Z,22.39,0.08,N/A,214,194,0.9065
sveltejs/svelte,87972,2016-11-20T18:13:05Z,9.73,6781,635,2026-08-16T04:27:49Z,2026-08-16T15:50:57Z,0.49,0.02,JavaScript,9165,8203,0.895
PaddlePaddle/PaddleOCR,87738,2020-05-08T10:38:16Z,6.27,3199,33,2026-07-22T11:59:34Z,2026-08-16T15:58:33Z,25.18,0.01,Python,10715,10558,0.9853
syncthing/syncthing,87708,2013-11-26T09:48:21Z,12.72,2929,478,2026-08-15T15:59:31Z,2026-08-16T16:14:57Z,1.01,0.0,Go,5959,5600,0.9398
addyosmani/agent-skills,87674,2026-02-15T20:20:26Z,0.5,133,9,2026-08-14T18:51:33Z,2026-08-16T16:12:18Z,1.89,0.0,JavaScript,134,75,0.5597
nexu-io/open-design,87396,2026-04-28T04:25:20Z,0.3,2787,27,2026-08-16T16:12:23Z,2026-08-16T16:14:47Z,0.0,0.0,TypeScript,1780,1323,0.7433
ByteByteGoHq/system-design-101,87179,2023-09-18T20:52:03Z,2.91,23,0,2025-04-04T17:30:30Z,2026-08-16T15:46:50Z,498.95,0.02,N/A,64,20,0.3125
odysseus-dev/odysseus,85454,2026-05-31T14:05:51Z,0.21,1413,0,2026-08-16T15:26:08Z,2026-08-16T15:30:19Z,0.04,0.03,Python,2056,1096,0.5331
laravel/laravel,84808,2011-06-08T03:06:08Z,15.19,1708,226,2026-08-12T04:31:13Z,2026-08-16T15:25:44Z,4.49,0.04,Blade,0,0,0.0
macrozheng/mall,84558,2018-04-04T01:11:44Z,8.37,1,3,2026-05-14T08:32:05Z,2026-08-16T14:53:29Z,94.32,0.06,Java,505,494,0.9782
OpenHands/OpenHands,84200,2024-03-13T03:33:31Z,2.43,7474,132,2026-08-15T18:02:33Z,2026-08-16T16:05:53Z,0.93,0.01,TypeScript,4504,4189,0.9301
realworld-apps/realworld,84084,2016-02-26T20:49:53Z,10.47,435,0,2026-08-13T21:19:04Z,2026-08-16T15:56:37Z,2.79,0.01,TypeScript,549,523,0.9526
DopplerHQ/awesome-interview-questions,84074,2015-11-28T09:48:17Z,10.72,175,0,2024-07-29T14:21:23Z,2026-08-16T15:55:21Z,748.08,0.02,N/A,61,34,0.5574
bregman-arie/devops-exercises,84067,2019-10-03T17:31:21Z,6.87,309,0,2025-12-27T14:22:30Z,2026-08-16T16:12:03Z,232.08,0.0,Python,107,71,0.6636
OpenCut-app/OpenCut,83658,2025-06-22T08:02:17Z,1.15,192,3,2026-08-10T16:38:36Z,2026-08-16T16:15:46Z,5.99,0.0,TypeScript,364,98,0.2692
Developer-Y/cs-video-courses,83057,2016-10-21T17:02:11Z,9.82,283,0,2026-07-07T17:42:10Z,2026-08-16T14:47:06Z,39.94,0.06,N/A,0,0,0.0
animate-css/animate.css,82737,2011-10-12T10:07:38Z,14.84,315,22,2024-07-29T19:34:21Z,2026-08-16T15:39:18Z,747.86,0.03,CSS,886,843,0.9515
junegunn/fzf,82541,2013-10-23T16:04:23Z,12.81,687,83,2026-08-14T10:16:53Z,2026-08-16T15:59:47Z,2.25,0.01,Go,3204,2939,0.9173
fighting41love/funNLP,82499,2018-08-21T11:20:39Z,7.99,14,0,2024-05-10T07:38:24Z,2026-08-16T16:03:25Z,828.36,0.01,Python,92,48,0.5217
vitejs/vite,82365,2020-04-21T05:03:57Z,6.32,6584,713,2026-08-16T05:41:06Z,2026-08-16T16:08:10Z,0.44,0.01,TypeScript,8791,8286,0.9426
koala73/worldmonitor,82328,2026-01-08T17:26:06Z,0.6,4473,43,2026-08-16T15:03:03Z,2026-08-16T16:15:31Z,0.05,0.0,TypeScript,1587,1287,0.811
tonsky/FiraCode,81923,2014-11-11T19:32:38Z,11.76,145,29,2026-07-28T17:02:16Z,2026-08-16T14:28:48Z,18.97,0.08,Clojure,1387,965,0.6957
lobehub/lobehub,81741,2023-05-21T07:19:12Z,3.24,7815,2990,2026-08-16T15:55:55Z,2026-08-16T14:56:54Z,0.01,0.06,TypeScript,6390,6095,0.9538
mlabonne/llm-course,81716,2023-06-17T22:16:25Z,3.16,2,0,2026-02-05T13:09:26Z,2026-08-16T15:58:49Z,192.13,0.01,N/A,99,33,0.3333
jesseduffield/lazygit,81375,2018-05-19T00:53:06Z,8.24,2045,186,2026-08-16T15:09:44Z,2026-08-16T16:01:13Z,0.05,0.01,Go,2696,1843,0.6836
spring-projects/spring-boot,81302,2012-10-19T15:02:57Z,13.82,200,352,2026-08-16T14:34:12Z,2026-08-16T15:25:45Z,0.07,0.04,Java,42942,42416,0.9878
netdata/netdata,80203,2013-06-17T18:39:10Z,13.16,12889,138,2026-08-16T06:18:06Z,2026-08-16T14:53:54Z,0.42,0.06,Go,8315,8108,0.9751
swisskyrepo/PayloadsAllTheThings,80092,2016-10-18T07:29:07Z,9.83,560,5,2026-08-09T13:38:47Z,2026-08-16T16:07:58Z,7.11,0.01,Python,0,0,0.0
bytedance/deer-flow,80091,2025-05-07T02:50:19Z,1.28,1766,1,2026-08-16T15:54:06Z,2026-08-16T16:13:29Z,0.02,0.0,Python,1861,1293,0.6948
hoppscotch/hoppscotch,80043,2019-08-21T13:15:24Z,6.99,2140,107,2026-08-16T14:18:14Z,2026-08-16T16:08:52Z,0.08,0.01,TypeScript,2504,1938,0.774
anuraghazra/github-readme-stats,79825,2020-07-09T10:34:22Z,6.1,1569,0,2026-07-31T00:50:25Z,2026-08-16T16:01:40Z,16.64,0.01,JavaScript,1395,1227,0.8796
TapXWorld/ChinaTextbook,79807,2020-01-05T04:11:06Z,6.61,1,0,2025-10-18T13:39:24Z,2026-08-16T15:59:48Z,302.11,0.01,Roff,188,80,0.4255
d2l-ai/d2l-zh,79743,2017-08-23T04:40:24Z,8.98,1019,16,2024-07-30T09:32:19Z,2026-08-16T13:52:19Z,747.28,0.1,Python,0,0,0.0
Egonex-AI/Understand-Anything,79494,2026-03-15T02:30:51Z,0.42,123,8,2026-08-11T14:13:37Z,2026-08-16T16:11:17Z,5.09,0.0,TypeScript,242,135,0.5579
doocs/advanced-java,79054,2018-10-06T11:38:30Z,7.86,94,1,2026-06-25T02:21:18Z,2026-08-16T12:56:58Z,52.58,0.14,Java,149,149,1.0
Z4nzu/hackingtool,78989,2020-04-11T09:21:31Z,6.35,59,0,2026-08-02T16:54:01Z,2026-08-16T15:32:48Z,13.97,0.03,Python,521,406,0.7793
coder/code-server,78877,2019-02-27T16:50:41Z,7.46,1747,252,2026-08-12T16:23:57Z,2026-08-16T16:10:54Z,4.0,0.0,TypeScript,3863,3715,0.9617
ventoy/Ventoy,78748,2020-03-10T15:19:19Z,6.43,302,115,2026-08-06T04:51:23Z,2026-08-16T15:36:51Z,10.48,0.03,C,2830,1935,0.6837
paperclipai/paperclip,78437,2026-03-02T15:01:51Z,0.46,1695,19,2026-08-16T16:13:29Z,2026-08-16T16:12:04Z,0.0,0.0,TypeScript,2830,728,0.2572
unclecode/crawl4ai,78346,2024-05-09T09:48:50Z,2.27,217,20,2026-08-15T12:21:30Z,2026-08-16T16:13:54Z,1.16,0.0,Python,1016,984,0.9685
awesomedata/awesome-public-datasets,78113,2014-11-20T06:20:50Z,11.74,188,1,2026-08-04T19:54:53Z,2026-08-16T15:02:34Z,11.85,0.05,N/A,130,49,0.3769
elastic/elasticsearch,77835,2010-02-08T13:20:56Z,16.52,95323,260,2026-08-16T14:34:32Z,2026-08-16T16:02:21Z,0.07,0.01,Java,46942,42192,0.8988
opendatalab/MinerU,77736,2024-02-29T08:52:34Z,2.46,1539,186,2026-08-16T08:22:47Z,2026-08-16T16:06:52Z,0.33,0.01,Python,2336,2282,0.9769
tensorflow/models,77653,2016-02-05T01:15:20Z,10.53,2345,51,2026-08-15T02:25:39Z,2026-08-16T12:28:47Z,1.58,0.16,Python,7322,6246,0.853
dair-ai/Prompt-Engineering-Guide,77502,2022-12-16T16:04:50Z,3.67,342,0,2026-03-11T20:09:13Z,2026-08-16T15:33:58Z,157.84,0.03,MDX,255,74,0.2902
nomic-ai/gpt4all,77412,2023-03-27T18:49:32Z,3.39,938,38,2025-05-27T20:05:19Z,2026-08-16T15:53:03Z,445.84,0.02,C++,2225,1494,0.6715
Leonxlnx/taste-skill,77044,2026-02-19T21:44:05Z,0.48,8,0,2026-07-23T16:01:24Z,2026-08-16T16:14:44Z,24.01,0.0,JavaScript,40,12,0.3
FortAwesome/Font-Awesome,76842,2012-02-17T14:19:43Z,14.49,222,65,2026-07-15T18:15:53Z,2026-08-16T02:34:10Z,31.92,0.57,JavaScript,19933,19642,0.9854
MisterBooo/LeetCodeAnimation,76693,2018-12-06T08:01:22Z,7.69,63,0,2026-06-12T13:49:06Z,2026-08-16T12:27:26Z,65.1,0.16,Java,61,43,0.7049
nestjs/nest,76392,2017-02-04T20:12:52Z,9.52,8665,158,2026-08-15T22:08:12Z,2026-08-16T15:13:35Z,0.76,0.04,TypeScript,5859,5853,0.999
grafana/grafana,76294,2013-12-11T15:59:56Z,12.68,69274,635,2026-08-16T13:34:02Z,2026-08-16T15:07:20Z,0.11,0.05,TypeScript,44887,42146,0.9389
rtk-ai/rtk,76276,2026-01-22T16:54:16Z,0.56,546,276,2026-08-15T02:01:37Z,2026-08-16T16:09:24Z,1.59,0.01,Rust,1421,444,0.3125
sdmg15/Best-websites-a-programmer-should-visit,76269,2017-03-05T20:25:17Z,9.45,430,0,2025-09-16T18:34:24Z,2026-08-16T15:26:50Z,333.9,0.04,N/A,185,105,0.5676
redis/redis,76028,2009-03-21T22:32:25Z,17.4,4736,142,2026-08-13T10:52:17Z,2026-08-16T15:32:38Z,3.23,0.03,C,7058,4798,0.6798
tesseract-ocr/tesseract,75944,2014-08-12T18:04:59Z,12.01,1466,36,2026-08-16T05:46:18Z,2026-08-16T16:00:31Z,0.44,0.01,C++,2765,2329,0.8423
typicode/json-server,75692,2013-11-27T13:21:13Z,12.72,171,49,2026-03-23T19:40:00Z,2026-08-16T15:26:26Z,145.86,0.04,JavaScript,1193,576,0.4828
ocornut/imgui,75675,2014-07-21T14:29:47Z,12.07,427,122,2026-08-07T16:43:39Z,2026-08-16T15:39:31Z,8.98,0.03,C++,6919,5873,0.8488
AppFlowy-IO/AppFlowy,75537,2021-06-16T12:56:48Z,5.17,3895,142,2026-08-11T13:01:19Z,2026-08-16T16:14:39Z,5.14,0.0,Dart,4208,3317,0.7883
openai/openai-cookbook,75257,2022-03-11T02:08:53Z,4.43,1076,0,2026-08-16T14:58:04Z,2026-08-16T15:55:33Z,0.05,0.02,Jupyter Notebook,820,742,0.9049
obsproject/obs-studio,75085,2013-10-01T02:40:31Z,12.87,5563,247,2026-08-15T00:34:08Z,2026-08-16T16:08:19Z,1.65,0.01,C,5186,4388,0.8461
PKUFlyingPig/cs-self-learning,74969,2021-10-20T13:43:42Z,4.82,319,5,2026-08-13T14:21:23Z,2026-08-16T15:35:00Z,3.08,0.03,HTML,237,108,0.4557
caddyserver/caddy,74946,2015-01-13T19:45:03Z,11.59,2392,136,2026-08-16T11:06:04Z,2026-08-16T12:39:12Z,0.22,0.15,Go,4600,4401,0.9567
D4Vinci/Scrapling,74474,2024-10-13T20:29:53Z,1.84,102,52,2026-08-11T18:45:32Z,2026-08-16T16:08:00Z,4.9,0.01,Python,149,147,0.9866
shareAI-lab/learn-claude-code,74370,2025-06-29T15:34:15Z,1.13,79,0,2026-08-16T14:51:47Z,2026-08-16T16:04:12Z,0.06,0.01,Python,197,161,0.8173
python/cpython,74334,2017-02-10T19:23:51Z,9.51,62588,0,2026-08-16T16:07:02Z,2026-08-16T16:08:27Z,0.01,0.01,Python,77691,70670,0.9096
enaqx/awesome-react,74291,2014-08-06T05:31:44Z,12.03,798,0,2026-07-20T07:31:52Z,2026-08-16T15:02:48Z,27.36,0.05,N/A,127,122,0.9606
apache/superset,74278,2015-07-21T18:55:34Z,11.07,19640,267,2026-08-16T09:39:55Z,2026-08-16T14:33:42Z,0.28,0.07,Python,12651,12445,0.9837
hiyouga/LlamaFactory,74139,2023-05-28T10:09:12Z,3.22,1018,36,2026-08-13T12:45:56Z,2026-08-16T14:21:58Z,3.15,0.08,Python,8026,7033,0.8763
abi/screenshot-to-code,74045,2023-11-14T17:53:32Z,2.75,83,0,2026-08-14T17:20:50Z,2026-08-16T14:07:51Z,1.96,0.09,Python,405,284,0.7012
josephmisiti/awesome-machine-learning,74034,2014-07-15T19:11:19Z,12.08,928,0,2026-08-11T21:49:59Z,2026-08-16T16:04:11Z,4.77,0.01,Python,117,117,1.0
Eugeny/tabby,73946,2016-12-23T09:06:10Z,9.65,1580,209,2026-08-12T04:03:12Z,2026-08-16T15:52:47Z,4.51,0.02,TypeScript,6321,3622,0.573
unionlabs/union,73855,2023-05-16T22:33:39Z,3.25,3128,113,2026-07-25T18:20:02Z,2026-08-16T15:51:49Z,21.91,0.02,Rust,1842,1714,0.9305
twitter/the-algorithm,73781,2023-03-27T14:57:57Z,3.39,2,0,2025-09-08T18:40:54Z,2026-08-16T14:25:27Z,341.9,0.08,Scala,1081,752,0.6957
vuejs/awesome-vue,73543,2015-10-20T00:16:14Z,10.82,3655,0,2026-07-24T10:16:04Z,2026-08-16T15:25:27Z,23.25,0.04,N/A,234,193,0.8248
thedaviddias/Front-End-Checklist,73540,2017-10-16T10:12:36Z,8.83,180,2,2026-08-14T05:59:25Z,2026-08-16T15:10:12Z,2.43,0.05,MDX,154,152,0.987
binhnguyennus/awesome-scalability,73314,2017-12-27T03:46:40Z,8.64,37,0,2026-01-04T03:51:47Z,2026-08-16T15:26:52Z,224.52,0.03,N/A,0,0,0.0
CompVis/stable-diffusion,73297,2022-08-10T14:36:44Z,4.02,5,0,2024-06-18T01:53:49Z,2026-08-16T14:36:53Z,789.6,0.07,Jupyter Notebook,740,200,0.2703
datawhalechina/hello-agents,73201,2025-09-07T09:50:24Z,0.94,170,3,2026-08-14T11:23:24Z,2026-08-16T16:08:14Z,2.2,0.01,Python,307,247,0.8046
strapi/strapi,72938,2015-09-30T15:34:48Z,10.88,10368,541,2026-08-14T18:50:53Z,2026-08-16T13:45:07Z,1.89,0.11,TypeScript,12186,11936,0.9795
danielmiessler/SecLists,72879,2012-02-19T01:30:18Z,14.49,709,30,2026-08-16T11:07:22Z,2026-08-16T15:10:55Z,0.22,0.05,PHP,327,319,0.9755
fffaraz/awesome-cpp,72780,2014-07-17T08:51:11Z,12.08,883,0,2026-08-04T08:08:58Z,2026-08-16T16:04:03Z,12.34,0.01,N/A,593,360,0.6071
ComposioHQ/awesome-claude-skills,72603,2025-10-17T07:15:01Z,0.83,38,0,2026-08-10T21:45:44Z,2026-08-16T16:09:51Z,5.77,0.01,Python,143,11,0.0769
NationalSecurityAgency/ghidra,72410,2019-03-01T03:27:48Z,7.46,583,54,2026-08-13T15:11:45Z,2026-08-16T15:27:47Z,3.05,0.03,Java,6123,4577,0.7475
unslothai/unsloth,72369,2023-11-29T16:50:09Z,2.71,3393,54,2026-08-16T16:14:59Z,2026-08-16T16:11:44Z,0.0,0.0,Python,4104,3232,0.7875
microsoft/ai-agents-for-beginners,72290,2024-11-28T10:42:52Z,1.71,490,0,2026-07-29T19:47:29Z,2026-08-16T16:11:37Z,17.85,0.0,Jupyter Notebook,124,123,0.9919
Panniantong/Agent-Reach,72245,2026-02-24T02:10:24Z,0.47,172,7,2026-08-12T03:39:49Z,2026-08-16T16:14:02Z,4.53,0.0,Python,201,139,0.6915
juliangarnier/anime,72195,2016-03-13T21:37:45Z,10.42,87,37,2026-08-09T16:40:09Z,2026-08-16T13:07:18Z,6.98,0.13,JavaScript,849,752,0.8857
pallets/flask,72159,2010-04-06T11:11:59Z,16.36,1633,38,2026-08-11T22:32:54Z,2026-08-16T13:09:42Z,4.74,0.13,Python,2762,2762,1.0
hakimel/reveal.js,72131,2011-06-07T18:54:22Z,15.19,415,51,2026-05-21T19:20:20Z,2026-08-16T15:39:52Z,86.87,0.03,JavaScript,2513,1710,0.6805
chrislgarry/Apollo-11,72082,2014-04-03T15:45:02Z,12.37,0,0,2026-07-15T02:29:53Z,2026-08-16T15:58:03Z,32.57,0.01,Assembly,0,0,0.0
daytonaio/daytona,71998,2024-02-06T08:21:20Z,2.52,2505,205,2026-07-24T07:12:07Z,2026-08-16T16:03:05Z,23.38,0.01,N/A,1244,932,0.7492
moby/moby,71981,2013-01-18T18:10:57Z,13.57,23030,308,2026-08-15T11:12:43Z,2026-08-16T15:26:50Z,1.21,0.04,Go,23584,20309,0.8611
OpenBB-finance/OpenBB,71929,2020-12-20T10:46:38Z,5.65,4303,56,2026-07-30T17:33:42Z,2026-08-16T15:57:52Z,16.95,0.01,Python,2324,2274,0.9785
protocolbuffers/protobuf,71734,2014-08-26T15:52:15Z,11.97,9712,218,2026-08-16T11:29:39Z,2026-08-16T15:24:42Z,0.2,0.04,C++,6898,6774,0.982
toeverything/AFFiNE,71585,2022-07-31T18:45:21Z,4.04,9350,573,2026-08-16T09:36:00Z,2026-08-16T16:04:55Z,0.28,0.01,TypeScript,3991,3394,0.8504
nektos/act,71512,2019-01-02T19:53:43Z,7.62,1061,97,2026-08-09T22:50:11Z,2026-08-16T14:41:12Z,6.73,0.07,Go,1343,1082,0.8057
binary-husky/gpt_academic,71196,2023-03-20T09:05:13Z,3.41,228,32,2026-01-25T12:33:10Z,2026-08-16T11:29:37Z,203.16,0.2,Python,1784,1486,0.833
Asabeneh/30-Days-Of-Python,71061,2019-11-19T17:24:16Z,6.74,144,0,2026-08-12T20:53:22Z,2026-08-16T16:12:57Z,3.81,0.0,Python,178,90,0.5056
666ghj/MiroFish,71029,2025-11-26T04:23:02Z,0.72,26,3,2026-08-16T03:33:32Z,2026-08-16T15:58:50Z,0.53,0.01,Python,396,337,0.851
prakhar1989/awesome-courses,70445,2014-11-15T18:36:49Z,11.75,194,0,2023-05-04T12:49:34Z,2026-08-16T16:03:57Z,1200.14,0.01,N/A,86,41,0.4767
ansible/ansible,70334,2012-03-06T14:58:02Z,14.44,40060,252,2026-08-11T21:53:38Z,2026-08-16T15:57:16Z,4.77,0.01,Python,33435,32910,0.9843
swiftlang/swift,70256,2015-10-23T21:15:07Z,10.81,60645,70,2026-08-16T08:33:31Z,2026-08-16T14:29:36Z,0.32,0.07,Swift,18128,10499,0.5792
FoundationAgents/MetaGPT,69855,2023-06-30T09:04:55Z,3.13,673,22,2026-01-21T10:12:33Z,2026-08-16T15:03:07Z,207.25,0.05,Python,973,957,0.9836
expressjs/express,69367,2009-06-26T18:56:01Z,17.14,550,165,2026-08-01T09:58:10Z,2026-08-16T16:14:31Z,15.26,0.0,JavaScript,4066,3961,0.9742
base/node,68434,2023-02-01T13:55:02Z,3.54,275,86,2026-07-22T19:00:12Z,2026-08-15T21:19:22Z,24.89,0.79,Shell,378,370,0.9788
openinterpreter/openinterpreter,68033,2023-07-14T07:10:44Z,3.09,434,63,2026-08-15T11:38:29Z,2026-08-16T16:01:33Z,1.19,0.01,Rust,1101,1098,0.9973
ruvnet/ruflo,67975,2025-06-02T21:24:20Z,1.2,565,1630,2026-08-16T06:29:37Z,2026-08-16T16:07:54Z,0.41,0.01,TypeScript,1620,1060,0.6543
code-yeongyu/oh-my-openagent,67943,2025-12-03T01:40:05Z,0.7,2557,232,2026-08-16T16:13:37Z,2026-08-16T16:01:43Z,0.0,0.01,TypeScript,2528,2072,0.8196
chartjs/Chart.js,67646,2013-03-17T23:56:36Z,13.41,3018,117,2026-05-27T21:17:31Z,2026-08-16T15:49:16Z,80.79,0.02,JavaScript,7318,6819,0.9318
BurntSushi/ripgrep,67327,2016-03-11T02:02:33Z,10.43,571,75,2026-08-04T13:59:44Z,2026-08-16T15:55:50Z,12.1,0.01,Rust,1819,1702,0.9357
labmlai/annotated_deep_learning_paper_implementations,67308,2020-08-25T02:29:34Z,5.97,104,0,2026-01-22T04:26:00Z,2026-08-16T15:17:36Z,206.49,0.04,Python,143,115,0.8042
apache/echarts,67081,2013-04-03T03:18:59Z,13.37,1524,125,2026-08-04T09:07:09Z,2026-08-16T12:27:36Z,12.3,0.16,TypeScript,19381,18011,0.9293
gorhill/uBlock,67010,2015-04-01T17:51:11Z,11.37,0,288,2026-08-16T15:22:43Z,2026-08-16T15:46:23Z,0.04,0.02,JavaScript,3446,3433,0.9962
scikit-learn/scikit-learn,66960,2010-08-17T09:43:38Z,16.0,14701,50,2026-08-16T05:03:27Z,2026-08-16T12:48:36Z,0.47,0.14,Python,12243,10698,0.8738
bradtraversy/design-resources-for-developers,66666,2020-05-06T14:40:35Z,6.28,978,0,2026-05-24T10:07:48Z,2026-08-16T15:53:35Z,84.26,0.02,N/A,0,0,0.0
colbymchenry/codegraph,66593,2026-01-18T21:45:37Z,0.57,458,30,2026-08-08T02:56:05Z,2026-08-16T16:14:29Z,8.56,0.0,C,641,480,0.7488
xtekky/gpt4free,66557,2023-03-29T17:00:43Z,3.38,911,503,2026-08-13T12:29:10Z,2026-08-16T15:53:04Z,3.16,0.02,Python,2047,2045,0.999
sindresorhus/awesome-nodejs,66531,2014-07-11T13:35:34Z,12.1,421,0,2026-05-03T08:24:10Z,2026-08-16T16:08:15Z,105.33,0.01,N/A,105,102,0.9714
headroomlabs-ai/headroom,66511,2026-01-07T19:58:51Z,0.6,1415,162,2026-08-16T00:57:42Z,2026-08-16T16:11:03Z,0.64,0.0,Python,905,656,0.7249
leonardomso/33-js-concepts,66510,2018-09-04T13:27:04Z,7.95,269,0,2026-08-02T14:51:44Z,2026-08-16T16:14:56Z,14.06,0.0,JavaScript,121,120,0.9917
cline/cline,66274,2024-07-06T07:28:10Z,2.11,4428,371,2026-08-16T04:16:24Z,2026-08-16T16:08:07Z,0.5,0.01,TypeScript,4359,3716,0.8525
TheAlgorithms/Java,66156,2016-07-16T10:21:02Z,10.08,2389,0,2026-08-15T16:56:39Z,2026-08-16T15:26:51Z,0.97,0.04,Java,1249,1243,0.9952
webpack/webpack,65973,2012-03-10T10:08:14Z,14.43,6336,462,2026-08-16T16:15:46Z,2026-08-16T15:37:38Z,0.0,0.03,JavaScript,10228,10168,0.9941
facebook/docusaurus,65931,2017-06-20T16:13:53Z,9.16,5848,157,2026-08-13T14:19:29Z,2026-08-16T14:00:25Z,3.08,0.1,TypeScript,3468,3175,0.9155
prometheus/prometheus,65714,2012-11-24T11:14:12Z,13.72,8818,376,2026-08-15T14:57:11Z,2026-08-16T15:54:45Z,1.06,0.02,Go,6543,6029,0.9214
LadybirdBrowser/ladybird,65687,2024-05-30T09:18:10Z,2.21,7995,0,2026-08-16T14:43:54Z,2026-08-16T15:41:29Z,0.06,0.02,C++,1940,1448,0.7464
kelseyhightower/nocode,65633,2018-02-06T23:54:00Z,8.52,1,1,2024-08-07T03:19:12Z,2026-08-16T14:48:08Z,739.54,0.06,Dockerfile,4964,737,0.1485
dani-garcia/vaultwarden,65487,2018-02-17T22:40:20Z,8.49,1165,85,2026-08-13T14:46:28Z,2026-08-16T15:21:01Z,3.06,0.04,Rust,2747,2730,0.9938
alacritty/alacritty,65394,2016-02-18T05:02:30Z,10.49,1936,108,2026-08-03T08:50:06Z,2026-08-16T15:46:01Z,13.31,0.02,Rust,6344,6015,0.9481
lydiahallie/javascript-questions,65317,2019-06-12T08:26:27Z,7.18,327,0,2024-08-04T16:08:40Z,2026-08-16T12:26:26Z,742.01,0.16,N/A,253,233,0.9209
kdn251/interviews,65199,2017-02-14T18:19:25Z,9.5,42,0,2025-05-12T12:56:04Z,2026-08-16T12:19:49Z,461.14,0.16,Java,59,24,0.4068
localstack/localstack,65147,2016-10-25T23:48:03Z,9.8,6814,106,2026-03-23T08:52:01Z,2026-08-16T05:59:05Z,146.31,0.43,Python,6178,6178,1.0
Fission-AI/OpenSpec,65046,2025-08-05T10:37:45Z,1.03,560,44,2026-08-15T00:52:34Z,2026-08-16T16:02:56Z,1.64,0.01,TypeScript,590,486,0.8237
microsoft/AI-For-Beginners,65041,2021-03-03T16:27:36Z,5.45,312,0,2026-07-21T11:11:48Z,2026-08-16T16:07:20Z,26.21,0.01,Jupyter Notebook,197,185,0.9391
docling-project/docling,64837,2024-07-09T07:50:26Z,2.1,1126,204,2026-08-15T10:13:09Z,2026-08-16T16:15:23Z,1.25,0.0,Python,1958,1070,0.5465
Mintplex-Labs/anything-llm,64767,2023-06-04T02:29:14Z,3.2,1562,34,2026-08-13T22:31:08Z,2026-08-16T16:11:31Z,2.74,0.0,JavaScript,3735,3438,0.9205
gsd-build/get-shit-done,64687,2025-12-14T14:17:12Z,0.67,1202,78,2026-05-31T17:46:54Z,2026-08-16T16:00:17Z,76.94,0.01,JavaScript,1890,1890,1.0
shanraisshan/claude-code-best-practice,64562,2025-10-31T14:15:28Z,0.79,48,0,2026-08-16T06:38:38Z,2026-08-16T16:08:06Z,0.4,0.01,HTML,51,48,0.9412
nocodb/nocodb,64553,2017-10-29T18:51:48Z,8.79,6459,198,2026-08-16T01:34:49Z,2026-08-16T15:34:52Z,0.61,0.03,TypeScript,4751,4356,0.9169
traefik/traefik,64452,2015-09-13T19:04:02Z,10.92,5509,551,2026-08-13T12:24:06Z,2026-08-16T15:18:18Z,3.16,0.04,Go,6820,6128,0.8985
